"October 2019 : US Category Changes","","","","","","","","","",""
"","","","","","","","","","",""
"Change Type","Count","","","","","","","","",""
"New","277","","","","","","","","",""
"Retired","197","","","","","","","","",""
"Rename","133","","","","","","","","",""
"Move","50","","","","","","","","",""
"Move & Rename","24","","","","","","","","",""
"Total","681","","","","","","","","",""
"","","","","","","","","","",""
"Category Name","","","","","","","","Category ID","Comments","Actions Required"
"","","","","Polish Pottery","","","","1044","",""
"","","","","Scandinavian Pottery","","","","1045","",""
"","","","","Other American Pottery","","","","4232","",""
"","","","","Other Asian Pottery","","","","2751","",""
"","","","","Other British Pottery","","","","1043","",""
"","","","","Other Canadian Pottery","","","","160907","",""
"","","","","Unspecified, Unknown Maker","","","","160911","Renamed from [Unknown Maker]",""
"","","","","Price Guides & Publications","","","","170129","",""
"","","","","Other Art Pottery","","","","86","",""
"","","-","China & Dinnerware","","","","","24","",""
"","","","","Restaurant Ware","","","","7293","",""
"","","","","Stoneware","","","","592","",""
"","","","","Adams","","","","18918","",""
"","","","","Adderley","","","","18876","",""
"","","","","American Limoges/Sebring","","","","18877","",""
"","","","","Arabia","","","","18893","",""
"","","","","Aynsley","","","","2793","",""
"","","","","Barker Bros, Sampson Smith","","","","2794","",""
"","","","","Bauer","","","","442","",""
"","","","","Belleek","","","","2795","",""
"","","","","Bernardaud","","","","168295","",""
"","","","","Beswick","","","","12521","",""
"","","","","Bing & Grondahl","","","","2796","",""
"","","","","Block","","","","160912","",""
"","","","","Blue Danube","","","","160913","",""
"","","","","Blue Ridge","","","","1231","",""
"","","","","Blue Willow","","","","2753","",""
"","","","","Booths","","","","18894","",""
"","","","","Brush/Brush-McCoy","","","","50695","",""
"","","","","Buffalo","","","","1232","",""
"","","","","Burleigh/Burgess & Leigh","","","","18896","",""
"","","","","California Pottery","","","","443","",""
"","","","","Capodimonte","","","","4218","",""
"","","","","Cardew","","","","2797","",""
"","","","","Carlsbad","","","","2754","",""
"","","","","Carlton","","","","2755","",""
"","","","","Carlton Ware","","","","4219","",""
"","","","","Castleton","","","","18878","",""
"","","","","Chintz","","","","462","",""
"","","","","Coalport","","","","4220","",""
"","","","","Colclough","","","","4221","",""
"","","","","Copeland","","","","2758","",""
"","","","","Crown Devon","","","","2760","",""
"","","","","Crown Ducal","","","","4222","",""
"","","","","Crown Staffordshire","","","","20834","",""
"","","","","Dansk","","","","18898","",""
"","","","","Decorative","","","","463","",""
"","","","","Denby/Langley/Lovatts","","","","2762","",""
"","","","","Dresden","","","","2763","",""
"","","","","Erphila","","","","2799","",""
"","","","","ES Prussia","","","","160914","",""
"","","","","Fiesta: Contemporary","","","","473","",""
"","","","","Fiesta: Vintage","","","","87","",""
"","","","","Fine China of Japan","","","","2800","",""
"","","","","Fitz & Floyd","","","","2801","",""
"","","","","Flow Blue","","","","1241","",""
"","","","","Franciscan","","","","448","",""
"","","","","Frankoma, Gracetone","","","","45531","",""
"","","","","George, W. S.","","","","18899","",""
"","","","","Gien","","","","168296","",""
"","","","","Ginori","","","","160915","",""
"","","","","Gorham","","","","2768","",""
"","","","","Goss Crested China","","","","2802","",""
"","","","","Grafton/Royal Grafton","","","","18879","",""
"","","","","Grindley","","","","4233","",""
"","","","","Hadley","","","","2770","",""
"","","","","Hall","","","","450","",""
"","","","","Hammersley","","","","18880","",""
"","","","","Harker","","","","4234","",""
"","","","","Harmony House/Sears","","","","18881","",""
"","","","","Haviland","","","","466","",""
"","","","","Heinrich","","","","168297","",""
"","","","","Herend","","","","2803","",""
"","","","","Heritage","","","","2772","",""
"","","","","Homer Laughlin","","","","451","",""
"","","","","Hull","","","","50703","",""
"","","","","Hummel, Goebel","","","","88","",""
"","","","","Hutschenreuther/ Tirschenreuth","","","","18882","",""
"","","","","Imperial","","","","2774","",""
"","","","","International China","","","","18900","",""
"","","","","Iroquois","","","","2775","",""
"","","","","James Kent","","","","4223","",""
"","","","","Johnson Brothers","","","","2776","",""
"","","","","Knowles","","","","2777","",""
"","","","","KPM","","","","2778","",""
"","","","","Lefton","","","","468","",""
"","","","","Lenox","","","","92","",""
"","","","","Limoges","","","","2805","",""
"","","","","Lomonosov","","","","10551","",""
"","","","","Lord Nelson","","","","2806","",""
"","","","","LuRay","","","","2779","",""
"","","","","Made in Japan","","","","2807","",""
"","","","","Masons","","","","2782","",""
"","","","","McCoy","","","","50709","",""
"","","","","Meakin Alfred","","","","2808","",""
"","","","","Meakin J. & G.","","","","4224","",""
"","","","","Meissen","","","","2809","",""
"","","","","Metlox","","","","454","",""
"","","","","Midwinter","","","","18901","",""
"","","","","Mikasa","","","","4226","",""
"","","","","Minton","","","","2810","",""
"","","","","Mitterteich","","","","168298","",""
"","","","","Monmouth/ Marcrest/Western SW","","","","18902","",""
"","","","","Mottahedeh","","","","168299","",""
"","","","","Myott","","","","18903","",""
"","","","","Napco","","","","2784","",""
"","","","","Nippon","","","","93","",""
"","","","","Noritake","","","","78049","",""
"","","","","Occupied Japan","","","","469","",""
"","","","","Paden City","","","","2788","",""
"","","","","Paragon","","","","18883","",""
"","","","","Pfaltzgraff","","","","1237","",""
"","","","","Pickard","","","","18884","",""
"","","","","Pope Gosser","","","","18885","",""
"","","","","Portmeirion","","","","18905","",""
"","","","","Purinton","","","","2786","",""
"","","","","Red Wing, Rumrill","","","","455","",""
"","","","","Ridgway","","","","2811","",""
"","","","","Rosenthal","","","","2813","",""
"","","","","Rosina","","","","2814","",""
"","","","","Royal Albert","","","","4227","",""
"","","","","Royal Bayreuth","","","","1243","",""
"","","","","Royal Chelsea","","","","166787","",""
"","","","","Royal China","","","","18908","",""
"","","","","Royal Copenhagen","","","","4228","",""
"","","","","Royal Copley","","","","456","",""
"","","","","Royal Crown Derby","","","","18886","",""
"","","","","Royal Doulton","","","","95","",""
"","","","","Royal Dux","","","","2815","",""
"","","","","Royal Staffordshire/Wilkinson","","","","18887","",""
"","","","","Royal Standard","","","","4229","",""
"","","","","Royal Vienna","","","","166788","",""
"","","","","Royal Winton/Grimwades","","","","4230","",""
"","","","","Royal Worcester","","","","4231","",""
"","","","","RS Prussia","","","","471","",""
"","","","","Russel Wright","","","","457","",""
"","","","","Sadler","","","","2816","",""
"","","","","Salem","","","","18909","",""
"","","","","Sango","","","","18888","",""
"","","","","Sascha Brastoff","","","","18910","",""
"","","","","Schumann","","","","18889","",""
"","","","","Shawnee","","","","91","",""
"","","","","Shelley","","","","4776","",""
"","","","","Shenango","","","","18911","",""
"","","","","Southern Potteries","","","","2773","",""
"","","","+","Spode","","","","50704","",""
"","","","","Stangl","","","","50706","",""
"","","","","Steubenville","","","","18912","",""
"","","","","Susie Cooper","","","","18913","",""
"","","","","SylvaC","","","","2790","",""
"","","","","Syracuse China","","","","18890","",""
"","","","","Taylor Smith & Taylor","","","","18914","",""
"","","","","Tienshan","","","","168300","",""
"","","","","Tuscan","","","","18891","",""
"","","","","Universal Potteries","","","","18915","",""
"","","","","Vernon Kilns","","","","1046","",""
"","","","","Villeroy & Boch","","","","2818","",""
"","","","+","Wade","","","","50707","",""
"","","","","Watt","","","","460","",""
"","","","","Wedgwood","","","","472","",""
"","","","","Winfield","","","","18916","",""
"","","","","Wood & Sons","","","","18917","",""
"","","","+","Children's Dishes","","","","50697","",""
"","","","+","Commemorative Pieces","","","","50699","",""
"","","","+","Dinnerware","","","","50701","",""
"","","","","Other Figurines","","","","26","",""
"","","","","Other Figurines: Animals","","","","474","",""
"","","","","Other Headvases","","","","1233","",""
"","","","","Other Tableware","","","","517","",""
"","","","","Other Tea Pots & Tea Sets","","","","1238","",""
"","","","","Other Wall Pockets","","","","1240","",""
"","","","","Unspecified, Unknown Maker","","","","160916","Renamed from [Unknown Maker]",""
"","","","","Price Guides & Publications","","","","170130","",""
"","","","","Other China & Dinnerware","","","","25","",""
"","","","Wholesale Lots","","","","","60102","",""
"+","Real Estate","","","","","","","10542","",""
"+","Specialty Services","","","","","","","316","",""
"-","Sporting Goods","","","","","","","888","",""
"","+","Boxing, Martial Arts & MMA","","","","","","179767","",""
"","+","Cycling","","","","","","7294","",""
"","+","Fishing","","","","","","1492","",""
"","+","Fitness, Running & Yoga","","","","","","15273","",""
"","+","Golf","","","","","","1513","",""
"","+","Hunting","","","","","","7301","",""
"","+","Indoor Games","","","","","","36274","",""
"","+","Outdoor Sports","","","","","","159043","",""
"","+","Team Sports","","","","","","159049","",""
"","+","Tennis & Racquet Sports","","","","","","159134","",""
"","-","Water Sports","","","","","","159136","",""
"","","+","Fins, Footwear & Gloves","","","","","159142","",""
"","","+","Kayaking, Canoeing & Rafting","","","","","36121","",""
"","","+","Kitesurfing","","","","","114262","",""
"","","-","Scuba & Snorkeling","","","","","16052","Renamed from [SCUBA & Snorkeling]",""
"","","","","Books & Video","","","","73993","",""
"","","","","Buoyancy Compensators","","","","16053","",""
"","","","","Dive Computers","","","","50882","",""
"","","","","Flags & Markers","","","","73999","",""
"","","","","Knives","","","","29577","",""
"","","","","Lights","","","","29575","",""
"","","","","Gauges","","","","74000","",""
"","","","","Gear Bags","","","","29576","",""
"","","","","Masks","","","","71161","",""
"","","","","Regulators","","","","16056","",""
"","","","","Sea Scooters","","","","114236","",""
"","","","","Snorkels & Sets","","","","71162","",""
"","","","","Spear Guns","","","","47353","",""
"","","","","Tanks","","","","16057","",""
"","","","","Underwater Photography","","","","91567","",""
"","","","","Weight Belts","","","","74004","",""
"","","","","Vintage","","","","74003","",""
"","","","","Other Scuba & Snorkeling","","","","1300","Renamed from [Other SCUBA & Snorkeling]",""
